name,birth,age,sport,event,team,medal,gender,full_name,height_cm,weight_kg,born_location,born_lat_lon,death,rank
Semoy Hackett,1988-11-27,23,Athletics,Women's 100 metres,Trinidad and Tobago,,Female,Semoy Kee-Ann Hackett,173,70,"Port of Spain, Port of Spain, Trinidad a","10.666667,-61.516667",,5 h1 r3/4
Semoy Hackett,1988-11-27,23,Athletics,Women's 200 metres,Trinidad and Tobago,,Female,Semoy Kee-Ann Hackett,173,70,"Port of Spain, Port of Spain, Trinidad a","10.666667,-61.516667",,8
Semoy Hackett,1988-11-27,23,Athletics,Women's 4 x 100 metres Relay,Trinidad and Tobago,,Female,Semoy Kee-Ann Hackett,173,70,"Port of Spain, Port of Spain, Trinidad a","10.666667,-61.516667",,AC r2/2
Heyb√â‚Ñ¢tulla Hac√â‚Ñ¢liyev,1991-06-30,21,Boxing,Men's Light-Welterweight,Azerbaijan,,Male,Heyb√â‚Ñ¢tulla Hac√â‚Ñ¢liyev,170,,"Mugarty, Respublika Dagestan, Russia","42.1431886,47.0949799",,17T
Dana Hada√Ñ¬çov√É¬°,1983-09-03,28,Table Tennis,Women's Singles,Czech Republic,,Female,Dana Hada√Ñ¬çov√É¬°,174,70,"Hodon√É¬≠n, Jihomoravsk√É¬Ω kraj , Czech Rep","48.8529391,17.1260024",,49T
Soraya Haddad,1984-09-30,27,Judo,Women's Half-Lightweight,Algeria,,Female,Soraya Haddad,155,52,"El-Kseur, B√É¬©ja√É¬Øa, Algeria","36.6803265,4.8545629",,17T
Ehsan Haddadi,1985-01-20,27,Athletics,Men's Discus Throw,Iran,Silver,Male,Ehsan Haddadi,195,115,"Tehran, Tehran, Iran","35.696111,51.423056",,2
Soufiane Haddi,1991-02-02,21,Cycling,"Men's Road Race, Individual",Morocco,,Male,Soufiane Haddi,,,"Kh√É¬©nifra, Mekn√É¬®s-Tafilalet, Morocco","32.939444,-5.6675",,AC
Badr-Eddine Haddioui,1988-12-25,23,Boxing,Men's Middleweight,Morocco,,Male,Badr-Eddine Haddioui,,,"Mohamm√É¬©dia, Grand Casablanca, Morocco","33.683333,-7.383333",,17T
Jayden Hadler,1993-09-23,18,Swimming,Men's 100 metres Butterfly,Australia,,Male,Jayden Hadler,183,86,"Joondalup, Western Australia, Australia","-31.7433574,115.7641717",,23
Jayden Hadler,1993-09-23,18,Swimming,Men's 200 metres Individual Medley,Australia,,Male,Jayden Hadler,183,86,"Joondalup, Western Australia, Australia","-31.7433574,115.7641717",,31
Kerson Hadley,1989-05-22,23,Swimming,Men's 50 metres Freestyle,Federated States of Micronesia,,Male,Kerson Hadley,171,50,"Pohnpei, Federated States of Micronesia","6.8541254,158.2623822",,40
Hussein Hafiz,1985-09-05,26,Judo,Men's Lightweight,Egypt,,Male,Hussein Mahmud Ismail Hafiz,165,73,"Cairo, Al-Qahira, Egypt","30.0444196,31.2357116",,8T
Mehdi Hafsi,1978-02-23,34,Basketball,Men's Basketball,Tunisia,,Male,Mehdi Jamel Labeyrie-Hafsi,203,104,"Bordeaux, Gironde, France","44.837789,-0.57918",,11
Alexandra Hagan,1991-03-21,21,Rowing,Women's Coxed Eights,Australia,,Female,Alexandra Hagan,180,76,"Bunbury, Western Australia, Australia","-33.3270685,115.6391736",,6
√Ñ¬Ωubom√É¬≠r Hagara,1985-01-14,27,Canoeing,"Men's Canadian Singles, 200 metres",Slovakia,,Male,√Ñ¬Ωubom√É¬≠r Hagara,175,80,"Bojnice, Tren√Ñ¬ç√É¬≠n, Slovakia","48.7813298,18.5840386",,6
Edvald Boasson Hagen,1987-05-17,25,Cycling,"Men's Road Race, Individual",Norway,,Male,Edvald Boasson Hagen,181,77,"Follebu, Gausdal, Oppland, Norway","61.233333,10.283333",,AC
Edvald Boasson Hagen,1987-05-17,25,Cycling,Men's Individual Time Trial,Norway,,Male,Edvald Boasson Hagen,181,77,"Follebu, Gausdal, Oppland, Norway","61.233333,10.283333",,13
Ali Reza Haghi,1979-02-08,33,Cycling,"Men's Road Race, Individual",Iran,,Male,Ali Reza Haghi,178,78,"Qods, Tehran, Iran","35.721389,51.108889",,AC
Ali Reza Haghi,1979-02-08,33,Cycling,Men's Individual Time Trial,Iran,,Male,Ali Reza Haghi,178,78,"Qods, Tehran, Iran","35.721389,51.108889",,36
Kosuke Hagino,1994-08-15,17,Swimming,Men's 200 metres Individual Medley,Japan,,Male,Kosuke Hagino,175,68,"Tochigi, Tochigi, Japan","36.3813638,139.7303175",,5
Kosuke Hagino,1994-08-15,17,Swimming,Men's 400 metres Individual Medley,Japan,Bronze,Male,Kosuke Hagino,175,68,"Tochigi, Tochigi, Japan","36.3813638,139.7303175",,3
Mayuko Hagiwara,1986-10-16,25,Cycling,"Women's Road Race, Individual",Japan,,Female,Mayuko Hagiwara,168,52,"Maebashi, Gunma, Japan","36.3894816,139.0634281",,AC
Lisa Hahn,1989-09-23,22,Hockey,Women's Hockey,Germany,,Female,Lisa Hahn (-Altenburg),157,57,"M√É¬∂nchengladbach, Nordrhein-Westfalen, G","51.1804572,6.4428041",,7
Susanne Hahn,1978-04-23,34,Athletics,Women's Marathon,Germany,,Female,Susanne Hahn (Ritter-),169,50,"Hildesheim, Niedersachsen, Germany","52.154778,9.9579652",,32
Nicholas Haig,1987-03-12,25,Hockey,Men's Hockey,New Zealand,,Male,Nicholas Haig,180,82,"Christchurch, Canterbury, New Zealand","-43.5320544,172.6362254",,9
Juliette Haigh,1982-08-04,29,Rowing,Women's Coxless Pairs,New Zealand,Bronze,Female,Juliette Anne Haigh,176,69,"Hastings, Hawke\'s Bay, New Zealand",,,3
Ensar Hajder,1991-06-27,21,Swimming,Men's 200 metres Individual Medley,Bosnia and Herzegovina,,Male,Ensar Hajder,194,91,"Tuzla, Tuzlanski kanton, Bosnia and Herz",,,36
Lenka H√É¬°je√Ñ¬çkov√É¬°,1978-04-18,34,Beach Volleyball,Women's Beach Volleyball,Czech Republic,,Female,Lenka H√É¬°je√Ñ¬çkov√É¬°,171,65,"Prague, Hlavn√É¬≠ m√Ñ‚Ä∫sto Praha, Czech Repu","50.0455137,14.481686",,17T
Sousan Hajipour,1990-09-28,21,Taekwondo,Women's Welterweight,Iran,,Female,Sousan Hajipour Goli,166,,"Babol, Mazandaran, Iran","36.551389,52.678889",,11T
Arezoo Hakimi,1995-04-18,17,Canoeing,"Women's Kayak Singles, 200 metres",Iran,,Female,Arezoo Hakimi Moghaddam,171,65,"Hamadan, Hamadan, Iran","34.8,48.516667",,26
Arezoo Hakimi,1995-04-18,17,Canoeing,"Women's Kayak Singles, 500 metres",Iran,,Female,Arezoo Hakimi Moghaddam,171,65,"Hamadan, Hamadan, Iran","34.8,48.516667",,25
Andra√Ö¬° Hakli√Ñ‚Ä°,1977-09-23,34,Athletics,Men's Hammer Throw,Croatia,,Male,Andra√Ö¬° Hakli√Ñ‚Ä°,189,103,"Szombathely, Vas, Hungary","47.2306851,16.6218441",,30 r1/2
Andranik Hakobyan,1981-10-06,30,Boxing,Men's Middleweight,Armenia,,Male,Andranik Hakobyan,185,76,"Echmiadzin, Armavir, Armenia","40.172778,44.2925",,17T
Aika Hakoyama,1991-07-27,20,Synchronized Swimming,Women's Team,Japan,,Female,Aika Hakoyama,176,,"Nagano, Nagano, Japan","36.6485496,138.1942432",,5
Aur√É¬©lie Halbwachs,1986-08-24,25,Cycling,"Women's Road Race, Individual",Mauritius,,Female,Aur√É¬©lie Halbwachs,167,62,"Curepipe, Plaines Wilhems, Mauritius","-20.318775,57.526294",,AC
Jason Haldane,1971-07-23,41,Volleyball,Men's Volleyball,Great Britain,,Male,Jason Haldane,203,105,"Terrace, British Columbia, Canada","54.5181925,-128.603154",,11T
Simona Halep,1991-09-27,20,Tennis,Women's Singles,Romania,,Female,Simona Halep,170,61,"Constan√Ö¬£a, Constan√Ö¬£a, Romania","44.173333,28.638333",,33T
Simona Halep,1991-09-27,20,Tennis,Women's Doubles,Romania,,Female,Simona Halep,170,61,"Constan√Ö¬£a, Constan√Ö¬£a, Romania","44.173333,28.638333",,17T
Ian Haley,1983-03-17,29,Hockey,Men's Hockey,South Africa,,Male,Ian Haley,170,70,"Cape Town, Western Cape, South Africa","-33.9248685,18.4240553",,11
Muhammad Halim,1986-10-26,25,Athletics,Men's Triple Jump,United States Virgin Islands,,Male,Muhammad Taqiy Halim,191,82,"Christiansted, St. Croix, United States ","17.7245968,-64.8347992",,18 r1/2
Svitlana Haliuk,1987-11-19,24,Cycling,"Women's Team Pursuit, 3,000 metres",Ukraine,,Female,Svitlana Valentynivna Haliuk,177,66,"Luhansk, Luhansk, Ukraine","48.574041,39.307815",,9
Rhett Halkett,1986-05-02,26,Hockey,Men's Hockey,South Africa,,Male,Rhett Halkett,180,80,"Johannesburg, Gauteng, South Africa","-26.2041028,28.0473051",,11
Anne Halkivaha,1986-02-09,26,Athletics,Women's 20 kilometres Walk,Finland,,Female,Anne Johanna Halkivaha,162,49,"Orip√É¬§√É¬§, Varsinais-Suomi, Finland","60.855556,22.697222",,54
Farrah Hall,1981-11-01,30,Sailing,Women's Windsurfer,United States,,Female,Farrah Hall,170,58,"Annapolis, Maryland, United States","38.9784453,-76.4921829",,20
Jonathan Hall,1988-03-01,24,Shooting,"Men's Air Rifle, 10 metres",United States,,Male,Jonathan Hall,175,95,"Birmingham, Alabama, United States","33.5206608,-86.80249",,27
Lucy Hall,1992-02-21,20,Triathlon,Women's Olympic Distance,Great Britain,,Female,Lucy Margaret Hall,178,60,"Leicester, Leicester, Great Britain","52.6368778,-1.1397592",,33
Luke Hall,1989-04-16,23,Swimming,Men's 50 metres Freestyle,Swaziland,,Male,Luke Thomas Michael Hall,180,85,"Lobamba, Hhohho, Swaziland","-26.466667,31.2",,36
Ryan Hall,1982-10-14,29,Athletics,Men's Marathon,United States,,Male,Ryan Hall,180,61,"Kirkland, Washington, United States","47.6814875,-122.2087353",,AC
√É¬Åsgeir √É‚Äìrn Hallgr√É¬≠msson,1984-02-17,28,Handball,Men's Handball,Iceland,,Male,√É¬Åsgeir √É‚Äìrn Hallgr√É¬≠msson,191,92,"Reykjav√É¬≠k, H√É¬∂fu√É¬∞borgarsv√É¬¶√É¬∞i, Icelan","64.133333,-21.933333",,5
Claire Hallissey,1983-03-17,29,Athletics,Women's Marathon,Great Britain,,Female,Claire Anne Hallissey,164,48,"Watford, Hertfordshire, Great Britain","51.656489,-0.39032",,57
Fran Halsall,1990-04-12,22,Swimming,Women's 50 metres Freestyle,Great Britain,,Female,"Francesca Jean ""Fran"" Halsall",172,59,"Southport, Merseyside, Great Britain","53.645708,-3.010113",,5
Fran Halsall,1990-04-12,22,Swimming,Women's 100 metres Freestyle,Great Britain,,Female,"Francesca Jean ""Fran"" Halsall",172,59,"Southport, Merseyside, Great Britain","53.645708,-3.010113",,6
Fran Halsall,1990-04-12,22,Swimming,Women's 4 x 100 metres Freestyle Relay,Great Britain,,Female,"Francesca Jean ""Fran"" Halsall",172,59,"Southport, Merseyside, Great Britain","53.645708,-3.010113",,5
Fran Halsall,1990-04-12,22,Swimming,Women's 100 metres Butterfly,Great Britain,,Female,"Francesca Jean ""Fran"" Halsall",172,59,"Southport, Merseyside, Great Britain","53.645708,-3.010113",,14
Fran Halsall,1990-04-12,22,Swimming,Women's 4 x 100 metres Medley Relay,Great Britain,,Female,"Francesca Jean ""Fran"" Halsall",172,59,"Southport, Merseyside, Great Britain","53.645708,-3.010113",,8
Laurence Halsted,1984-05-22,28,Fencing,"Men's Foil, Team",Great Britain,,Male,Laurence Halsted,183,81,"London, Greater London, Great Britain","51.5073509,-0.1277583",,6
Ham Chan-Mi,1994-05-02,18,Swimming,Women's 200 metres Backstroke,South Korea,,Female,Ham Chan-Mi,172,59,"Cheolweon, Gangwon, South Korea","38.146609,127.3132256",,31
Mayu Hamada,1994-01-31,18,Taekwondo,Women's Featherweight,Japan,,Female,Mayu Hamada,174,,"Saga, Saga, Japan","33.263482,130.3008576",,5T
Kyoko Hamaguchi,1978-01-11,34,Wrestling,"Women's Heavyweight, Freestyle",Japan,,Female,Kyoko Hamaguchi,170,72,"Taito, Tokyo, Japan","35.712607,139.7799956",,11
V√É¬°clav Haman,1986-07-18,26,Shooting,"Men's Air Rifle, 10 metres",Czech Republic,,Male,V√É¬°clav Haman,180,85,"Ji√Ñ¬ç√É¬≠n, Kr√É¬°lov√É¬©hradeck√É¬Ω kraj, Czech ","50.4353325,15.361044",,33
V√É¬°clav Haman,1986-07-18,26,Shooting,"Men's Small-Bore Rifle, Three Positions",Czech Republic,,Male,V√É¬°clav Haman,180,85,"Ji√Ñ¬ç√É¬≠n, Kr√É¬°lov√É¬©hradeck√É¬Ω kraj, Czech ","50.4353325,15.361044",,34
V√É¬°clav Haman,1986-07-18,26,Shooting,"Men's Small-Bore Rifle, Prone, 50 metre",Czech Republic,,Male,V√É¬°clav Haman,180,85,"Ji√Ñ¬ç√É¬≠n, Kr√É¬°lov√É¬©hradeck√É¬Ω kraj, Czech ","50.4353325,15.361044",,41
Fabian Hamb√É¬ºchen,1987-10-25,24,Gymnastics,Men's Individual All-Around,Germany,,Male,Fabian Hamb√É¬ºchen,164,63,"Bergisch Gladbach, Nordrhein-Westfalen, ","50.9923091,7.1286213",,15
Fabian Hamb√É¬ºchen,1987-10-25,24,Gymnastics,Men's Team All-Around,Germany,,Male,Fabian Hamb√É¬ºchen,164,63,"Bergisch Gladbach, Nordrhein-Westfalen, ","50.9923091,7.1286213",,7
Fabian Hamb√É¬ºchen,1987-10-25,24,Gymnastics,Men's Floor Exercise,Germany,,Male,Fabian Hamb√É¬ºchen,164,63,"Bergisch Gladbach, Nordrhein-Westfalen, ","50.9923091,7.1286213",,17 r1/2
Fabian Hamb√É¬ºchen,1987-10-25,24,Gymnastics,Men's Parallel Bars,Germany,,Male,Fabian Hamb√É¬ºchen,164,63,"Bergisch Gladbach, Nordrhein-Westfalen, ","50.9923091,7.1286213",,15 r1/2
Fabian Hamb√É¬ºchen,1987-10-25,24,Gymnastics,Men's Horizontal Bar,Germany,Silver,Male,Fabian Hamb√É¬ºchen,164,63,"Bergisch Gladbach, Nordrhein-Westfalen, ","50.9923091,7.1286213",,2
Fabian Hamb√É¬ºchen,1987-10-25,24,Gymnastics,Men's Rings,Germany,,Male,Fabian Hamb√É¬ºchen,164,63,"Bergisch Gladbach, Nordrhein-Westfalen, ","50.9923091,7.1286213",,28 r1/2
Fabian Hamb√É¬ºchen,1987-10-25,24,Gymnastics,Men's Pommelled Horse,Germany,,Male,Fabian Hamb√É¬ºchen,164,63,"Bergisch Gladbach, Nordrhein-Westfalen, ","50.9923091,7.1286213",,28 r1/2
Sjoerd Hamburger,1983-02-08,29,Rowing,Men's Coxed Eights,Netherlands,,Male,Sjoerd Herman Hamburger,205,100,"Oldeberkoop, Friesland, Netherlands","52.9386406,6.1307136",,5
Ahmad Hamcho,1992-11-25,19,Equestrianism,"Mixed Jumping, Individual",Syria,,Male,Ahmad Saber Hamcho,168,72,"Damascus, Dimashq, Syria","33.513,36.292",,62
Moustafa Hamdy,1972-01-18,40,Shooting,Men's Skeet,Egypt,,Male,Moustafa Ismail Mahmud Hamdy,170,75,"Cairo, Al-Qahira, Egypt","30.0444196,31.2357116",,18
Tetiana Hamera-Shmyrko,1983-06-01,29,Athletics,Women's Marathon,Ukraine,,Female,Tetiana Hamera-Shmyrko,165,52,"Hrada, Ternopil, Ukraine","50.121077,25.538766",,5
Samantha Hamill,1991-02-23,21,Swimming,Women's 200 metres Butterfly,Australia,,Female,Samantha Hamill,164,53,"Melbourne, Victoria, Australia","-37.814107,144.96328",,20
Marie Hammarstr√É¬∂m,1982-03-29,30,Football,Women's Football,Sweden,,Female,Ingegerd Marie Hammarstr√É¬∂m,172,64,"Glanshammar, √É‚Äìrebro, Sweden","59.3185667,15.4002613",,7
Sarah Hammer,1983-08-18,28,Cycling,"Women's Team Pursuit, 3,000 metres",United States,Silver,Female,Sarah Kathryn Hammer (-Sparks),170,60,"Redondo Beach, California, United States","33.8491816,-118.3884078",,2
Sarah Hammer,1983-08-18,28,Cycling,Women's Omnium,United States,Silver,Female,Sarah Kathryn Hammer (-Sparks),170,60,"Redondo Beach, California, United States","33.8491816,-118.3884078",,2
Bianca Hammett,1990-09-12,21,Synchronized Swimming,Women's Team,Australia,,Female,Bianca Hammett,173,,"Warrnambool, Victoria, Australia","-38.3827659,142.4844995",,8
Becky Hammon,1977-03-11,35,Basketball,Women's Basketball,Russia,,Female,"Rebecca Lynn ""Becky"" Hammon",168,62,"Rapid City, South Dakota, United States","44.0805434,-103.2310149",,4
Cameron Hammond,1989-09-20,22,Boxing,Men's Welterweight,Australia,,Male,Cameron Hammond,179,,"Moree, New South Wales, Australia","-29.4643519,149.8415113",,9T
Jonathan Hammond,1980-10-01,31,Shooting,"Men's Small-Bore Rifle, Three Positions",Great Britain,,Male,Jonathan Hammond,186,75,"Aberdeen, Aberdeen City, Great Britain","57.149717,-2.094278",,41
Jonathan Hammond,1980-10-01,31,Shooting,"Men's Small-Bore Rifle, Prone, 50 metre",Great Britain,,Male,Jonathan Hammond,186,75,"Aberdeen, Aberdeen City, Great Britain","57.149717,-2.094278",,17
Salima Hammouche,1984-01-17,28,Volleyball,Women's Volleyball,Algeria,,Female,Salima Hammouche,165,45,"B√É¬©ja√É¬Øa, B√É¬©ja√É¬Øa, Algeria","36.75,5.066667",,11T
Han Hye-Ryeong,1986-01-15,26,Hockey,Women's Hockey,South Korea,,Female,Han Hye-Ryeong,163,55,"Seoul, Seoul, South Korea","37.5103238,127.0610228",,8
Han Jin-Seop,1981-09-07,30,Shooting,"Men's Air Rifle, 10 metres",South Korea,,Male,Han Jin-Seop,172,70,"Seoul, Seoul, South Korea","37.5103238,127.0610228",,32
Han Jin-Seop,1981-09-07,30,Shooting,"Men's Small-Bore Rifle, Three Positions",South Korea,,Male,Han Jin-Seop,172,70,"Seoul, Seoul, South Korea","37.5103238,127.0610228",,9
Han Jin-Seop,1981-09-07,30,Shooting,"Men's Small-Bore Rifle, Prone, 50 metre",South Korea,,Male,Han Jin-Seop,172,70,"Seoul, Seoul, South Korea","37.5103238,127.0610228",,6
Justin Han,1991-08-09,20,Table Tennis,Men's Singles,Australia,,Male,Justin Han,184,75,"Anda, Heilongjiang, China","46.418081,125.344173",,49T
Justin Han,1991-08-09,20,Table Tennis,Men's Team,Australia,,Male,Justin Han,184,75,"Anda, Heilongjiang, China","46.418081,125.344173",,9T
Han Kum-Ok,1987-09-22,24,Wrestling,"Women's Lightweight, Freestyle",North Korea,,Female,Han Kum-Ok,156,55,"Pyeongyang, Pyeongyang, North Korea","39.0392193,125.7625241",,10
Han Na-Gyeong,1993-06-23,19,Swimming,Women's 800 metres Freestyle,South Korea,,Female,Han Na-Gyeong,160,53,"Seoul, Seoul, South Korea","37.5103238,127.0610228",,32
Han Song-I,1984-09-05,27,Volleyball,Women's Volleyball,South Korea,,Female,Han Song-I,186,65,"Seoul, Seoul, South Korea","37.5103238,127.0610228",,4
Han Sun-Cheol,1984-12-30,27,Boxing,Men's Lightweight,South Korea,Silver,Male,Han Sun-Cheol,178,60,"Seoul, Seoul, South Korea","37.5103238,127.0610228",,2
Xing Han,1989-11-08,22,Table Tennis,Women's Singles,Congo (Brazzaville),,Female,Xing Han,165,58,"Brazzaville, Brazzaville, Congo (Brazzav","-4.267778,15.291944",,49T
Han Yu-Mi,1982-02-05,30,Volleyball,Women's Volleyball,South Korea,,Female,Han Yu-Mi,180,65,"Seoul, Seoul, South Korea","37.5103238,127.0610228",,4
Micka√É¬´l Hanany,1983-03-25,29,Athletics,Men's High Jump,France,,Male,Micka√É¬´l Hanany,198,78,"Vitry-sur-Seine, Val-de-Marne, France","48.792001,2.39851",,14
Vincent Hancock,1989-03-19,23,Shooting,Men's Skeet,United States,Gold,Male,Vincent Hancock,172,80,"Port Charlotte, Florida, United States","26.9761707,-82.0906448",,1
Chantelle Handy,1987-06-16,25,Basketball,Women's Basketball,Great Britain,,Female,Chantelle Handy,188,74,"Consett, County Durham, Great Britain","54.851797,-1.833026",,11
Takuya Haneda,1987-07-17,25,Canoeing,"Men's Canadian Singles, Slalom",Japan,,Male,Takuya Haneda,175,67,"Toyota, Aichi, Japan","35.0823947,137.1562491",,7
Tayyiba Haneef-Park,1979-03-23,33,Volleyball,Women's Volleyball,United States,Silver,Female,Tayyiba Mumtaz Haneef-Park,200,82,"Upland, California, United States","34.09751,-117.6483876",,2
Martin H√É¬§ner,1988-08-27,23,Hockey,Men's Hockey,Germany,Gold,Male,Martin H√É¬§ner,183,83,"Berlin, Berlin, Germany","52.5200066,13.404954",,1
Sarah Hanffou,1986-10-08,25,Table Tennis,Women's Singles,Cameroon,,Female,Sarah Hanffou,163,65,"Roubaix, Nord, France","50.6927049,3.177847",,49T
Karen Hanlen,1980-03-28,32,Cycling,"Women's Mountainbike, Cross-Country",New Zealand,,Female,Karen Hanlen,177,63,"Whakatane, Bay of Plenty, New Zealand","-37.9534115,176.9908015",,18
Mary Hanna,1954-12-01,57,Equestrianism,"Mixed Dressage, Individual",Australia,,Female,Mary Hanna,173,63,"Melbourne, Victoria, Australia","-37.814107,144.96328",,44
Mary Hanna,1954-12-01,57,Equestrianism,"Mixed Dressage, Team",Australia,,Female,Mary Hanna,173,63,"Melbourne, Victoria, Australia","-37.814107,144.96328",,9
Angela Hannah,1986-03-24,26,Canoeing,"Women's Kayak Fours, 500 metres",Great Britain,,Female,Angela Hannah,174,70,"Harare, Harare, Zimbabwe","-17.863889,31.029722",,5
Mamadou Kasse Hanne,1986-10-10,25,Athletics,Men's 400 metres Hurdles,Senegal,,Male,Mamadou Kasse Hanne,172,70,"Pikine, Dakar, Senegal","14.75,-17.4",,5 h1 r2/3
Eva Hannesd√É¬≥ttir,1987-12-03,24,Swimming,Women's 4 x 100 metres Medley Relay,Iceland,,Female,Eva Hannesd√É¬≥ttir,,,"Reykjav√É¬≠k, H√É¬∂fu√É¬∞borgarsv√É¬¶√É¬∞i, Icelan","64.133333,-21.933333",,15
Are Hansen,1982-01-16,30,Shooting,"Men's Air Rifle, 10 metres",Norway,,Male,Are Hansen,179,60,"Fredrikstad, √ÉÀústfold, Norway","59.2205369,10.9347012",,14
Are Hansen,1982-01-16,30,Shooting,"Men's Small-Bore Rifle, Three Positions",Norway,,Male,Are Hansen,179,60,"Fredrikstad, √ÉÀústfold, Norway","59.2205369,10.9347012",,22
Brendan Hansen,1981-08-15,30,Swimming,Men's 100 metres Breaststroke,United States,Bronze,Male,Brendan Joseph Hansen,183,85,"Havertown, Pennsylvania, United States","39.980833,-75.308611",,3
Brendan Hansen,1981-08-15,30,Swimming,Men's 4 x 100 metres Medley Relay,United States,Gold,Male,Brendan Joseph Hansen,183,85,"Havertown, Pennsylvania, United States","39.980833,-75.308611",,1
Henriette Engel Hansen,1982-04-15,30,Canoeing,"Women's Kayak Singles, 200 metres",Denmark,,Female,Henriette Engel Hansen,170,65,"Hiller√É¬∏d, Hovedstaden, Denmark","55.927909,12.300806",,20
Henriette Engel Hansen,1982-04-15,30,Canoeing,"Women's Kayak Singles, 500 metres",Denmark,,Female,Henriette Engel Hansen,170,65,"Hiller√É¬∏d, Hovedstaden, Denmark","55.927909,12.300806",,7
Jenna Hansen,1986-10-25,25,Sailing,Women's Three Person Keelboat,New Zealand,,Female,Jenna Hansen,178,72,"Hamilton, Waikato, New Zealand","-37.7870012,175.279253",,9
Jesper Hansen,1980-11-19,31,Shooting,Men's Skeet,Denmark,,Male,Jesper Hansen,180,90,"Bjergsted, Kalundborg, Sj√É¬¶lland, Denmar","55.66651,11.350549",,26
